ID,Task,Subject Name,Experiment,Objects,Trial,Annotation file
443,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 25 into bowl 4 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 4,Trial 4.xml
444,approach handright bowl and enclose handright bowl and approach handleft pudding_box and enclose handleft pudding_box and approach handleft bowl to pour pudding_box 24 into bowl 10 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 5,Trial 5.xml
445,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 2 into bowl 13 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 6,Trial 6.xml
446,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 2 into bowl 15 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 7,Trial 7.xml
447,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 4 into bowl 21 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 8,Trial 8.xml
448,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 5 into bowl 27 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 9,Trial 9.xml
449,approach handleft bowl and enclose handleft bowl and approach handright pudding_box and enclose handright pudding_box and approach handright bowl to pour pudding_box 10 into bowl 13 \n,BBM06,Expt 1 (Pouring),Bowl and Pudding box,Trial 10,Trial 10.xml
450,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 14 into bowl 7 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 1,Trial 1.xml
451,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 2 into bowl 8 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 2,Trial 2.xml
452,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 23 into bowl 19 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 3,Trial 3.xml
453,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 9 into bowl 2 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 4,Trial 4.xml
454,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 5 into bowl 30 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 5,Trial 5.xml
455,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 11 into bowl 16 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 6,Trial 6.xml
456,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 23 into bowl 9 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 7,Trial 7.xml
457,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 26 into bowl 17 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 8,Trial 8.xml
458,approach handleft bowl and enclose handleft bowl and approach handright mustard_bottle and enclose handright mustard_bottle and approach handright bowl to pour mustard_bottle 9 into bowl 14 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 9,Trial 9.xml
459,approach handright bowl and enclose handright bowl and approach handleft mustard_bottle and enclose handleft mustard_bottle and approach handleft bowl to pour mustard_bottle 12 into bowl 10 \n,BBM06,Expt 1 (Pouring),Bowl and Mustard bottle,Trial 10,Trial 10.xml
460,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 5 into bowl 27 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 1,Trial 1.xml
461,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 2 into bowl 10 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 2,Trial 2.xml
462,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 11 into bowl 20 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 3,Trial 3.xml
463,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 21 into bowl 19 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 4,Trial 4.xml
464,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 22 into bowl 5 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 5,Trial 5.xml
465,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 22 into bowl 1 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 6,Trial 6.xml
466,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 11 into bowl 6 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 7,Trial 7.xml
467,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 17 into bowl 30 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 8,Trial 8.xml
468,approach handleft bowl and enclose handleft bowl and approach handright gelatin_box and enclose handright gelatin_box and approach handright bowl to pour gelatin_box 17 into bowl 3 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 9,Trial 9.xml
469,approach handright bowl and enclose handright bowl and approach handleft gelatin_box and enclose handleft gelatin_box and approach handleft bowl to pour gelatin_box 28 into bowl 10 \n,BBM06,Expt 1 (Pouring),Bowl and Gelatin box,Trial 10,Trial 10.xml
470,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 7 into bowl 21 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 1,Trial 1.xml
471,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 2 into bowl 6 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 2,Trial 2.xml
472,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 28 into bowl 3 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 3,Trial 3.xml
473,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 15 into bowl 21 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 4,Trial 4.xml
474,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 7 into bowl 30 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 5,Trial 5.xml
475,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 8 into bowl 29 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 6,Trial 6.xml
476,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 24 into bowl 23 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 7,Trial 7.xml
477,approach handleft bowl and enclose handleft bowl and approach handright cracker_box and enclose handright cracker_box and approach handright bowl to pour cracker_box 22 into bowl 30 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 8,Trial 8.xml
478,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 27 into bowl 7 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 9,Trial 9.xml
479,approach handright bowl and enclose handright bowl and approach handleft cracker_box and enclose handleft cracker_box and approach handleft bowl to pour cracker_box 24 into bowl 27 \n,BBM06,Expt 1 (Pouring),Bowl and Cracker box,Trial 10,Trial 10.xml
480,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 15 into mug 8 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 1,Trial 1.xml
481,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 13 into mug 21 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 2,Trial 2.xml
482,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 7 into mug 25 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 3,Trial 3.xml
483,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 16 into mug 20 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 4,Trial 4.xml
484,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 27 into mug 28 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 5,Trial 5.xml
485,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 16 into mug 24 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 6,Trial 6.xml
486,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 3 into mug 27 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 7,Trial 7.xml
487,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 29 into mug 26 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 8,Trial 8.xml
488,approach handleft mug and enclose handleft mug and approach handright sugar_box and enclose handright sugar_box and approach handleft sugar_box to pour sugar_box 19 into mug 6 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 9,Trial 9.xml
489,approach handright mug and enclose handright mug and approach handleft sugar_box and enclose handleft sugar_box and approach handleft mug to pour sugar_box 18 into mug 25 \n,BBM07,Expt 1 (Pouring),Mug and Sugar box,Trial 10,Trial 10.xml
490,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 23 into bowl 4 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 1,Trial 1.xml
491,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 8 into bowl 25 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 2,Trial 2.xml
492,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 2 into bowl 23 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 3,Trial 3.xml
493,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 16 into bowl 31 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 4,Trial 4.xml
494,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 32 into bowl 15 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 5,Trial 5.xml
495,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 27 into bowl 5 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 6,Trial 6.xml
496,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 32 into bowl 23 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 7,Trial 7.xml
497,approach handleft bowl and enclose handleft bowl and approach handright tuna_fish_can and enclose handright tuna_fish_can and approach handright bowl to pour tuna_fish_can 3 into bowl 15 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 8,Trial 8.xml
498,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 6 into bowl 30 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 9,Trial 9.xml
499,approach handright bowl and enclose handright bowl and approach handleft tuna_fish_can and enclose handleft tuna_fish_can and approach handleft bowl to pour tuna_fish_can 8 into bowl 23 \n,BBM07,Expt 1 (Pouring),Bowl and Tuna fish can,Trial 10,Trial 10.xml
500,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 11 into bowl 21 \n,BBM07,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 1,Trial 1.xml
501,approach handleft bowl and enclose handleft bowl and approach handright tomato_soup_can and enclose handright tomato_soup_can and approach handright bowl to pour tomato_soup_can 10 into bowl 28 \n,BBM07,Expt 1 (Pouring),Bowl and Tomato soup can,Trial 2,Trial 2.xml
